Order ID,Bill Number,Date Time,Type,Customer Name,Customer Phone,Table,Payment Method,Subtotal,Tax,Discount,Total Amount,Status,Items Summary
"93a0b081-0a1a-4b69-bdad-ed6c3430f9bd","1875","2026-08-23T10:13:38.733Z","dine-in","Walk-in Guest","","","upi","646","32","646","678","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (1) | Item (1) | Item (4) | Item (1) | Item (1)"
"5a84e9ea-468b-4901-a3a9-3cb2a7226d70","1874","2026-08-23T09:48:29.991Z","dine-in","Walk-in Guest","","","upi","428","21","0","449","completed","Item (1) | Item (1)"
"dd6b5c02-38d0-4d0b-a1bf-6cb4817ee5ec","1873","2026-08-23T08:30:52.297Z","dine-in","Walk-in Guest","","","upi","1197","60","0","1257","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"8f2dc060-9a04-415c-b4bc-341507c72b18","1872","2026-08-23T06:42:15.612Z","dine-in","Walk-in Guest","","","card","517","26","0","543","completed","Item (2) | Item (1) | Item (1)"
"02298241-0296-4694-b2a1-59d75722a5e0","1871","2026-08-23T05:59:42.910Z","dine-in","Walk-in Guest","","","upi","114.29","6","0","120","completed","Item (1)"
"fbaa9d3d-0ca7-44aa-8299-f89278e07541","1870","2026-08-22T17:51:05.366Z","dine-in","Walk-in Guest","","","upi","114.29","6","0","120","completed","Item (1)"
"09ce4dd3-ba3e-4778-b6e7-4b7d694b3821","1869","2026-08-22T17:46:45.782Z","dine-in","Walk-in Guest","","","upi","366.16","18","91","384","completed","Item (2) | Item (2)"
"3e02bd92-756f-497f-be90-53e93c7d2baf","1868","2026-08-22T17:39:05.430Z","dine-in","Walk-in Guest","","","upi","607.58","30","0","638","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"31c315e2-2675-4407-914f-8c743de0ea83","1867","2026-08-22T17:12:49.283Z","dine-in","Walk-in Guest","","","upi","692.29","35","0","727","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"536331b9-f219-48c0-a246-2c6311f772c2","1866","2026-08-22T16:50:37.984Z","takeaway","Walk-in Guest","","","cash","469","23","0","492","completed","Item (1) | Item (1)"
"fa8ffafd-cfbd-4168-abbf-7350adb36d4e","1865","2026-08-22T16:41:42.461Z","dine-in","Walk-in Guest","","","complimentary","457.16","23","0","480","completed","Item (2) | Item (1) | Item (1)"
"64585d7c-20e9-45e3-af01-855008316457","1864","2026-08-22T16:33:19.632Z","takeaway","Walk-in Guest","","","cash","479","24","0","503","completed","Item (1) | Item (1)"
"af9c9df0-5f69-452b-8391-0ced84ff1bc0","1863","2026-08-22T16:23:09.682Z","dine-in","Walk-in Guest","","","card","449","22","0","471","completed","Item (1)"
"4036ee19-a33b-42ab-b06b-51cda0e8467c","1862","2026-08-22T16:20:43.817Z","dine-in","Walk-in Guest","","","complimentary","1393","70","0","1463","completed","Item (1) | Item (2) | Item (1) | Item (1) | Item (2)"
"d1c85897-cd7a-4076-a765-635fb1c2d3a6","1861","2026-08-22T15:37:13.236Z","takeaway","Walk-in Guest","","","upi","378","19","0","397","completed","Item (1) | Item (1) | Item (1)"
"230ae7a6-21e6-4f40-a83c-df9eb41fb99e","1860","2026-08-22T15:20:09.195Z","dine-in","Walk-in Guest","","","cash","59","3","0","62","completed","Item (1)"
"e35ea854-e784-4dd6-b907-dc16e83e2f44","1859","2026-08-22T15:18:53.036Z","dine-in","Walk-in Guest","","","cash","120","6","0","126","completed","Item (1)"
"73e13153-d0bb-4598-86e9-508cf69fa33a","1858","2026-08-22T15:12:41.920Z","dine-in","Walk-in Guest","","","upi","596","30","0","626","completed","Item (1) | Item (1) | Item (2)"
"e4f5f85d-343b-4dde-9bc8-b42abb26a3ea","1857","2026-08-22T15:07:29.457Z","takeaway","Walk-in Guest","","","upi","796","40","0","836","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"c4f3427a-ba99-4591-a1d0-d23424c1be08","1856","2026-08-22T15:03:58.602Z","dine-in","Walk-in Guest","","","cash","117","6","0","123","completed","Item (3)"
"dc3501cc-b942-4585-b819-32ce7525728f","1855","2026-08-22T14:56:21.280Z","dine-in","Walk-in Guest","","","cash","199","10","0","209","completed","Item (1)"
"9226d05a-60e3-4bea-b03f-c69a207b1bec","1854","2026-08-22T14:55:23.839Z","dine-in","Walk-in Guest","","","cash","254.29000000000002","13","0","267","completed","Item (1) | Item (1)"
"5e90f9c8-6833-4cbb-a060-f5aa7b56dc51","1853","2026-08-22T14:51:29.858Z","dine-in","Walk-in Guest","","","upi","120","6","0","126","completed","Item (1)"
"264dba65-5c66-4ab9-9b4a-d041f27481f4","1852","2026-08-22T14:45:56.349Z","dine-in","Walk-in Guest","","","upi","847","42","0","889","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"f8afd9c1-b576-4918-b608-1267a3f55ffe","1851","2026-08-22T14:40:25.648Z","dine-in","Walk-in Guest","","","upi","192.29000000000002","10","0","202","completed","Item (2) | Item (1)"
"8c33723e-f53a-47ae-8ca1-63a51d9a7bce","1850","2026-08-22T14:36:54.690Z","dine-in","Walk-in Guest","","","cash","279","14","0","293","completed","Item (1) | Item (1)"
"74f373f7-6962-4e81-b88b-8dbda58a43e6","1849","2026-08-22T14:34:48.304Z","dine-in","Walk-in Guest","","","upi","117","6","0","123","completed","Item (3)"
"52d91c82-76c8-4ce4-a7d2-1bc4856e0aa1","1848","2026-08-22T14:25:50.949Z","dine-in","Walk-in Guest","","","upi","59","3","0","62","completed","Item (1)"
"f1749af1-fdb4-4806-a779-48d08c562f4d","1847","2026-08-22T14:19:45.360Z","dine-in","Walk-in Guest","","","upi","398","20","0","418","completed","Item (1) | Item (1)"
"40ba8e69-5b6c-4f44-a244-27cad8f65399","1846","2026-08-22T14:11:50.456Z","dine-in","Walk-in Guest","","","upi","398","20","0","418","completed","Item (1) | Item (1)"
"89771a94-8412-4bc5-924b-608a011e393d","1845","2026-08-22T14:03:04.541Z","dine-in","Walk-in Guest","","","upi","120","6","0","126","completed","Item (1)"
"828285e8-231c-4814-9eba-206b4aa7b84e","1844","2026-08-22T13:58:47.605Z","dine-in","Walk-in Guest","","","split","727","36","0","763","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"ec405e9b-2627-4e5c-b72d-94727be6af16","1843","2026-08-22T13:55:42.086Z","dine-in","Walk-in Guest","","","upi","449","22","0","471","completed","Item (1)"
"5c3e4fcf-6952-4e72-8d30-dbdb9643bf5f","1842","2026-08-22T13:51:41.397Z","dine-in","Walk-in Guest","","","cash","995","50","0","1045","completed","Item (2) | Item (1) | Item (2)"
"6c28f5b0-856c-420d-8da3-8e15bcb21325","1841","2026-08-22T12:46:13.806Z","dine-in","Walk-in Guest","","","upi","240","12","0","252","completed","Item (2)"
"86bc36a1-57ce-4d1b-adec-477269606230","1840","2026-08-22T12:40:01.795Z","dine-in","Walk-in Guest","","","card","349","17","0","366","completed","Item (1)"
"c0fdfd23-766a-4c78-95ef-fe376396bc0d","1839","2026-08-22T12:33:39.555Z","dine-in","Walk-in Guest","","","upi","15","1","0","16","completed","Item (1)"
"8d96c972-dbc0-40b4-aa26-bdab6c493456","1838","2026-08-22T12:20:59.312Z","dine-in","Walk-in Guest","","","upi","219","11","0","230","completed","Item (1) | Item (1)"
"7854403c-c9a6-46b1-9273-da3d12033d78","1837","2026-08-22T12:15:56.758Z","dine-in","Walk-in Guest","","","upi","70","4","0","74","cancelled","Item (1)"
"b1eae4ed-02f2-425c-8654-bd91f5a00061","1836","2026-08-22T12:15:11.496Z","dine-in","Walk-in Guest","","","upi","289","14","0","303","completed","Item (1) | Item (1)"
"ceb12b34-49f3-4778-a52f-9478f423ae0d","1835","2026-08-22T11:58:27.482Z","dine-in","Walk-in Guest","","","upi","447","22","112","469","completed","Item (1) | Item (1)"
"d2fbc986-c750-4ef9-8269-46cf7e597b2c","1834","2026-08-22T11:57:12.026Z","takeaway","Walk-in Guest","","","split","398","20","0","418","completed","Item (1) | Item (1)"
"b11c96cf-ed04-4785-827d-cacc5a427c54","1833","2026-08-22T11:38:03.410Z","dine-in","Walk-in Guest","","","upi","228.58","11","0","240","completed","Item (2)"
"90a0421a-970a-47b1-bbb4-be6a9854d32f","1832","2026-08-22T11:15:35.535Z","dine-in","Walk-in Guest","","","upi","569","28","0","597","completed","Item (1) | Item (1)"
"4b580b01-3a1b-4cc9-9d86-b98ba5a2df47","1831","2026-08-22T10:59:06.913Z","dine-in","Walk-in Guest","","","upi","39","2","0","41","completed","Item (1)"
"cad12347-f86b-408a-a1b2-da9025088e13","1830","2026-08-22T10:58:10.434Z","dine-in","Walk-in Guest","","","upi","559","28","0","587","completed","Item (1) | Item (1) | Item (1)"
"0c980147-78a6-4dd7-bad1-1286b7ab47a0","1829","2026-08-22T10:54:00.126Z","dine-in","Walk-in Guest","","","card","838","42","0","880","completed","Item (1) | Item (2)"
"8300650e-3c29-49e3-b063-c919d1650990","1828","2026-08-22T10:01:26.866Z","dine-in","Walk-in Guest","","","upi","699","35","0","734","completed","Item (1)"
"f2b9f62b-5df4-4e18-99b7-289b74560aa0","1827","2026-08-22T09:38:26.937Z","dine-in","Walk-in Guest","","","upi","379","19","0","398","completed","Item (1) | Item (1)"
"b439a246-935f-476e-931b-c482a503c054","1826","2026-08-22T08:56:54.726Z","dine-in","Walk-in Guest","","","split","478","24","0","502","completed","Item (1) | Item (1)"
"147e23b3-7b4a-46e2-834e-986bbe0c6a92","1825","2026-08-22T07:03:00.446Z","dine-in","Walk-in Guest","","","upi","324.29","16","0","340","completed","Item (1) | Item (1) | Item (1)"
"25560e33-69b9-495f-82ef-e1adbd42c638","1824","2026-08-22T06:31:46.395Z","dine-in","Walk-in Guest","","","upi","208","10","0","218","completed","Item (1) | Item (1)"
"0e43a05c-d1fa-4a35-a64a-d0872fd75958","1823","2026-08-21T17:41:56.853Z","dine-in","Walk-in Guest","","","upi","114.29","6","0","120","completed","Item (1)"
"c0276b06-89c1-4d6e-b1c1-fa23deb9479a","1822","2026-08-21T17:03:55.008Z","dine-in","Walk-in Guest","","","upi","70","4","0","74","completed","Item (1)"
"7a4f6002-5703-45c6-bfab-613de8130132","1821","2026-08-21T17:02:42.913Z","dine-in","Walk-in Guest","","","upi","779","39","0","818","completed","Item (1) | Item (1) | Item (1)"
"eb098902-5f7d-4bfc-8003-14ae350992dd","1820","2026-08-21T16:37:24.033Z","dine-in","Walk-in Guest","","","upi","288","14","0","302","completed","Item (2) | Item (1)"
"34bc1f58-ad15-4f1e-87bc-7c2c0d6e2efe","1819","2026-08-21T16:32:34.859Z","dine-in","Walk-in Guest","","","cash","114.29","6","0","120","completed","Item (1)"
"f4bc7241-a5ae-4d3f-867e-62b2ccabc166","1818","2026-08-21T16:31:18.065Z","takeaway","Walk-in Guest","","","cash","460","23","0","483","completed","Item (1) | Item (1)"
"1fc0b158-94ab-4194-aca9-cff4eeabe19b","1817","2026-08-21T16:03:01.914Z","dine-in","Walk-in Guest","","","upi","78","4","0","82","completed","Item (2)"
"14b2aa81-1451-4c05-9fd2-1eb747044650","1816","2026-08-21T15:43:13.930Z","dine-in","Walk-in Guest","","","upi","114.29","6","0","120","completed","Item (1)"
"b21d5656-530e-4baa-9b14-583010056691","1815","2026-08-21T15:42:46.423Z","dine-in","Walk-in Guest","","","cash","418","21","0","439","completed","Item (2) | Item (1)"
"96378a8d-04dc-4c9d-ae21-d83bbbf866c6","1814","2026-08-21T15:39:05.212Z","dine-in","Fayeez","9944577261","","upi","575.29","29","575","604","completed","Item (2) | Item (2) | Item (2) | Item (1)"
"dcb83311-be18-4e85-9038-42b26a6ec67a","1813","2026-08-21T15:21:25.933Z","dine-in","Walk-in Guest","","","cash","99","5","0","104","completed","Item (1)"
"806e9f5e-2b32-4702-ac32-8c34cb0dd978","1812","2026-08-21T15:13:02.421Z","dine-in","Walk-in Guest","","","upi","180","9","0","189","completed","Item (1)"
"dba28dec-c45c-499f-a0e4-78eb89d45b7c","1811","2026-08-21T15:07:30.567Z","dine-in","Walk-in Guest","","","upi","796","40","0","836","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"be22a39c-24e2-46ba-8d87-e75b25beb7f0","1810","2026-08-21T15:05:43.972Z","dine-in","Walk-in Guest","","","upi","1597","80","0","1677","completed","Item (2) | Item (1)"
"327fe27d-3052-421f-9727-deaf21990c85","1809","2026-08-21T14:59:43.202Z","dine-in","Walk-in Guest","","","upi","1498","75","0","1573","completed","Item (1) | Item (1)"
"b61f6d16-2e81-43a0-96ad-e3a8424cd9e8","1808","2026-08-21T14:55:07.412Z","dine-in","Walk-in Guest","","","upi","99","5","0","104","completed","Item (1)"
"96fe5403-8ba4-457b-9296-58697dbdfa2b","1807","2026-08-21T14:48:31.538Z","dine-in","Walk-in Guest","","","cash","817","41","0","858","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"494af249-2082-4045-bc4b-b6c00a348413","1806","2026-08-21T14:28:49.160Z","dine-in","Walk-in Guest","","","upi","180","9","0","189","completed","Item (1)"
"3a3dbd5c-68a1-4f75-ae77-a2f9133d6e94","1805","2026-08-21T14:19:29.981Z","dine-in","Walk-in Guest","","","upi","527","26","0","553","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"74c941e7-f912-451d-9d12-0c7b38cc6c13","1804","2026-08-21T14:13:17.056Z","dine-in","Walk-in Guest","","","upi","996","50","0","1046","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (1)"
"b41ed08f-19ee-4c03-aca9-e52fe7d77715","1803","2026-08-21T14:02:36.527Z","dine-in","Walk-in Guest","","","upi","656","33","0","689","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (1) | Item (1)"
"0dcff930-31a1-4cfe-9df2-98246c98b09c","1802","2026-08-21T13:58:03.969Z","takeaway","Walk-in Guest","","","upi","348","17","0","365","completed","Item (1) | Item (1)"
"49110f38-8e8e-47a2-bd44-b8c903944819","1801","2026-08-21T13:56:16.705Z","dine-in","Walk-in Guest","","","upi","199","10","0","209","completed","Item (1)"
"f0a8bb6d-d16d-4499-a3f2-8b7daaf4b090","1800","2026-08-21T13:29:53.897Z","dine-in","Walk-in Guest","","","upi","548","27","0","575","completed","Item (1) | Item (1)"
"e60fef18-f448-4ebe-a62a-4b8c8901781e","1799","2026-08-21T13:17:56.859Z","dine-in","Walk-in Guest","","","upi","199","10","0","209","completed","Item (1)"
"c76afa04-853f-41c7-a717-dd2c3220eea7","1798","2026-08-21T10:40:33.003Z","takeaway","Walk-in Guest","","","upi","199","10","0","209","completed","Item (1)"
"e55f64f2-2f46-4f5d-a57b-f76f674d883a","1797","2026-08-21T08:59:24.990Z","dine-in","Walk-in Guest","","","cash","359","18","0","377","completed","Item (1) | Item (1) | Item (1)"
"5aa3ca67-12bb-47b3-8c02-7e389ca04d05","1796","2026-08-21T08:36:58.743Z","dine-in","Walk-in Guest","","","upi","120","6","0","126","completed","Item (1)"
"78204b86-e050-45f4-87c4-4c5add23ea59","1795","2026-08-21T07:02:56.849Z","dine-in","Walk-in Guest","","","upi","342.87","17","0","360","completed","Item (1) | Item (2)"
"1d5eaab9-aa1c-40a4-91b1-08669847f4ad","1794","2026-08-21T06:07:45.431Z","dine-in","Walk-in Guest","","","upi","182.58","9","46","192","completed","Item (1) | Item (1)"
"f8c36c7c-9116-484d-9347-43f665bf6e31","1793","2026-08-20T17:26:53.617Z","dine-in","Walk-in Guest","","","upi","626.58","31","0","658","completed","Item (2) | Item (1) | Item (1)"
"8d997544-4482-4437-9d99-80928bf62c0e","1792","2026-08-20T16:33:55.409Z","dine-in","Walk-in Guest","","","upi","279","14","0","293","completed","Item (1) | Item (1)"
"fed32002-3543-4722-8b19-2b0d43b76560","1791","2026-08-20T16:18:18.768Z","dine-in","Walk-in Guest","","","split","249","12","0","261","completed","Item (1)"
"a9d4b97d-1cf8-40e2-ae69-baca10d8fd03","1790","2026-08-20T16:10:19.943Z","dine-in","Tharun","6383321562","","upi","497","25","498","522","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (1)"
"b21009ff-f94d-483c-8a29-d3e4525c42de","1789","2026-08-20T16:03:00.566Z","dine-in","Walk-in Guest","","","cash","1163.29","58","0","1221","completed","Item (1) | Item (1)"
"2336911d-ffbf-4fa8-8651-32d1cb4ab1d4","1788","2026-08-20T15:22:45.742Z","takeaway","Walk-in Guest","","","upi","70","4","0","74","completed","Item (1)"
"33525f94-54ab-4539-8c38-c23ce2b084da","1787","2026-08-20T15:16:40.588Z","dine-in","Walk-in Guest","","","upi","199","10","0","209","completed","Item (1)"
"bc350876-610e-4563-bbb0-7cab4b176351","1786","2026-08-20T15:15:05.021Z","dine-in","Walk-in Guest","","","cash","258","13","0","271","completed","Item (1) | Item (1)"
"226ab9b6-77c5-42bd-a817-27ce7203e2fe","1785","2026-08-20T15:09:56.509Z","dine-in","Walk-in Guest","","","cash","498","25","0","523","completed","Item (1) | Item (1)"
"1a08da54-4599-45d3-a126-7bca74327522","1784","2026-08-20T14:49:22.551Z","dine-in","Walk-in Guest","","","cash","998","50","0","1048","completed","Item (1) | Item (1)"
"829a6aee-a22c-4d6d-b414-2cb5d1250076","1783","2026-08-20T14:46:16.373Z","dine-in","Walk-in Guest","","","upi","449","22","0","471","completed","Item (1)"
"cc413c6c-c628-4a22-9af4-4bc66b28790e","1782","2026-08-20T14:38:15.693Z","dine-in","Walk-in Guest","","","upi","328","16","0","344","completed","Item (1) | Item (1) | Item (1)"
"6a82a356-821f-48e9-8825-332d759920bd","1781","2026-08-20T14:17:38.143Z","dine-in","Walk-in Guest","","","upi","409","20","0","429","completed","Item (1) | Item (1) | Item (1)"
"a2d40423-692b-4cb9-88e7-fae50287773b","1780","2026-08-20T13:58:18.353Z","takeaway","Walk-in Guest","","","upi","319","16","0","335","completed","Item (1) | Item (1)"
"636fe7bf-32d4-460a-8b4f-fc99f6c8fdd4","1779","2026-08-20T13:46:17.231Z","dine-in","Walk-in Guest","","","upi","463.29","23","0","486","completed","Item (1) | Item (1)"
"2a1efda5-6e69-4afd-b041-0bf9a6a0d104","1778","2026-08-20T13:44:08.971Z","dine-in","Walk-in Guest","","","upi","377","19","0","396","completed","Item (1) | Item (1) | Item (2)"
"25e3f195-42e5-4c63-be97-b1a25e549ee9","1777","2026-08-20T13:42:10.309Z","dine-in","Walk-in Guest","","","cash","210","11","0","221","completed","Item (1) | Item (1)"
"ee3e62cd-aba7-4186-a5c0-cee9044b4e72","1776","2026-08-20T13:00:38.756Z","dine-in","Walk-in Guest","","","upi","319","16","0","335","completed","Item (1) | Item (1)"
"1a1f2343-bd7e-47c9-8a31-0758de9f125b","1775","2026-08-20T12:44:22.958Z","dine-in","Walk-in Guest","","","upi","349","17","0","366","completed","Item (1)"
"04eabcf7-6a48-4497-8c08-ef5c5af34c19","1774","2026-08-20T11:54:49.069Z","dine-in","Walk-in Guest","","","cash","99","5","0","104","completed","Item (1)"
"577ec603-d6e3-453e-8af7-a4343c060f3e","1773","2026-08-20T11:53:10.405Z","dine-in","Walk-in Guest","","","upi","864","43","0","907","completed","Item (1) | Item (1) | Item (2) | Item (1) | Item (1)"
"0d8e8bb3-1ef5-4dc7-8d57-b1d7eec9dc5d","1772","2026-08-20T11:50:22.282Z","dine-in","Walk-in Guest","","","upi","1347","67","0","1414","completed","Item (1) | Item (2) | Item (1)"
"836991de-dd61-4a34-9bc9-2a05c0ef79ea","1771","2026-08-20T11:48:20.880Z","dine-in","Walk-in Guest","","","card","958","48","0","1006","completed","Item (1) | Item (1) | Item (1)"
"ec7e647a-673c-45e5-a3f1-a441218e1f1c","1770","2026-08-20T11:38:09.254Z","dine-in","Walk-in Guest","","","upi","478","24","0","502","completed","Item (1) | Item (1)"
"a90a64f2-579f-4949-9301-4f9c1756506c","1769","2026-08-20T11:16:32.124Z","dine-in","Walk-in Guest","","","cash","398","20","0","418","completed","Item (1) | Item (1)"
"dbe3279a-d19a-4b52-a58e-eb2b07b3856b","1768","2026-08-20T11:07:43.356Z","dine-in","Walk-in Guest","","","cash","358","18","0","376","completed","Item (1) | Item (1) | Item (1)"
"ea87c60e-ebd3-4abd-b019-7cdc3b061766","1767","2026-08-20T10:54:45.474Z","dine-in","Walk-in Guest","","","cash","864","43","0","907","completed","Item (1) | Item (2) | Item (2) | Item (1)"
"2f641f11-7498-4a72-a0c5-12a6b376e87e","1766","2026-08-20T10:40:43.823Z","dine-in","Walk-in Guest","","","upi","457","23","0","480","completed","Item (1) | Item (1) | Item (1)"
"9dd1d299-13da-4cfb-a126-27d10b4f68df","1765","2026-08-20T10:26:24.217Z","dine-in","Walk-in Guest","","","cash","838","42","0","880","completed","Item (1) | Item (1)"
"d3817fc1-a0a3-4b88-9680-c9562a5f6171","1764","2026-08-20T09:59:19.791Z","dine-in","Walk-in Guest","","","cash","208","10","0","218","completed","Item (1) | Item (1)"
"b13776fd-87be-4e24-b216-12c53a4405bb","1763","2026-08-20T09:17:32.805Z","dine-in","Walk-in Guest","","","upi","1417","71","0","1488","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (1) | Item (1) | Item (1) | Item (1) | Item (1)"
"bb07e994-4c75-4b87-bfb0-0dde1a9eae12","1762","2026-08-20T08:55:31.924Z","dine-in","Suresh","9500970030","","upi","144","7","145","151","completed","Item (1) | Item (1)"
"50b7dd73-0aba-47b6-b550-eb4f746d34a3","1761","2026-08-20T08:24:03.823Z","dine-in","Walk-in Guest","","","split","2387","119","0","2506","completed","Item (7) | Item (2) | Item (2) | Item (2)"
"183e9fcc-b7ef-40cd-baca-2fadbe87d6df","1760","2026-08-20T08:06:56.529Z","dine-in","Vignesh","6385585796","","cash","489","24","489","513","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"ce5d06ee-ce97-487d-baed-d0aa5a9a6454","1759","2026-08-19T16:58:35.673Z","dine-in","Walk-in Guest","","","upi","199","10","0","209","completed","Item (1)"
"4418f042-98af-4c73-9149-e94a77220122","1758","2026-08-19T16:56:48.851Z","dine-in","Walk-in Guest","","","upi","190","10","0","200","completed","Item (1) | Item (1)"
"bc511691-0bbb-4838-b253-44c33da211c7","1757","2026-08-19T16:23:22.842Z","dine-in","Walk-in Guest","","","upi","114.29","6","0","120","completed","Item (1)"
"566db15d-f9f0-4136-b64e-52c1fa17c405","1756","2026-08-19T16:21:02.667Z","takeaway","Walk-in Guest","","","upi","398","20","0","418","completed","Item (1) | Item (1)"
"d4f6ea96-ec9e-4b58-bcc4-88e29891dd88","1755","2026-08-19T16:17:28.851Z","takeaway","Walk-in Guest","","","cash","479","24","0","503","completed","Item (1) | Item (1)"
"4e8672b1-2395-44a0-b8b1-9e1e5363e35c","1754","2026-08-19T16:11:18.429Z","dine-in","Walk-in Guest","","","upi","479","24","0","503","completed","Item (1) | Item (1)"
"32eff1b1-3681-47cf-aa7e-09401d2cbc42","1753","2026-08-19T15:55:26.319Z","dine-in","Walk-in Guest","","","card","1083","54","0","1137","completed","Item (1) | Item (3) | Item (1) | Item (1) | Item (1) | Item (1) | Item (1)"
"c75c7532-ef68-4b4d-92db-707b9b7f5609","1752","2026-08-19T15:46:24.683Z","dine-in","Walk-in Guest","","","upi","114.29","6","0","120","completed","Item (1)"
"b4b97ffa-8823-4f25-9a52-aef420a4abe2","1751","2026-08-19T15:43:06.764Z","takeaway","Walk-in Guest","","","split","199","10","0","209","completed","Item (1)"
"412d43b9-aa21-47bb-a604-49a97f7f025e","1750","2026-08-19T15:36:14.512Z","dine-in","Walk-in Guest","","","upi","1229.29","61","0","1290","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (1) | Item (1) | Item (1)"
"acd98f79-d87e-4ec0-850d-375bc4953b12","1749","2026-08-19T15:11:30.702Z","takeaway","Walk-in Guest","","","complimentary","180","9","0","189","completed","Item (1)"
"4548b69a-d04d-4641-bf1b-ff1b662f925f","1748","2026-08-19T15:03:57.185Z","takeaway","Walk-in Guest","","","upi","114.29","6","0","120","completed","Item (1)"
"79450218-f0ae-4d75-b9ab-86ec4e01ab15","1747","2026-08-19T14:43:26.469Z","dine-in","Walk-in Guest","","","split","199","10","0","209","completed","Item (1)"
"6859e6b8-e742-4f2e-adbb-89618279e930","1746","2026-08-19T14:40:19.976Z","dine-in","Walk-in Guest","","","complimentary","700.87","35","0","736","completed","Item (3) | Item (1) | Item (1)"
"0376f966-6ab4-4769-a30b-f27f0e4af135","1745","2026-08-19T14:35:42.886Z","dine-in","Walk-in Guest","","","upi","387","19","0","406","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"cd268597-36f2-400d-b814-98514a387852","1744","2026-08-19T14:23:47.221Z","dine-in","Gokul","9361766932","","upi","379","19","380","398","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"42502a8f-b434-49b9-bb81-37a320d99e9c","1743","2026-08-19T14:14:22.062Z","dine-in","Walk-in Guest","","","upi","793.29","40","0","833","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"da329868-c236-4e4d-bcdf-ebc8b788b0e3","1742","2026-08-19T14:02:57.315Z","dine-in","Kovarthan","8825477528","","upi","605.29","30","605","635","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (1) | Item (1) | Item (1)"
"29eb745c-e6ab-44e3-9588-ce0382873f4b","1741","2026-08-19T13:43:38.088Z","takeaway","Walk-in Guest","","","upi","120","6","0","126","completed","Item (1)"
"eec125b9-b86e-41f1-a51b-37386ea95676","1740","2026-08-19T13:37:28.769Z","dine-in","Walk-in Guest","","","upi","39","2","0","41","completed","Item (1)"
"9741b429-a0eb-4dac-ad96-55a7ca7d4ea6","1739","2026-08-19T13:26:36.633Z","dine-in","Walk-in Guest","","","upi","240","12","0","252","completed","Item (1)"
"88028ff2-8497-416e-9415-62dd57c42aeb","1738","2026-08-19T13:07:58.649Z","dine-in","Walk-in Guest","","","upi","469","23","0","492","completed","Item (1) | Item (1)"
"2f67f58d-73e1-4ecf-8388-bb5bd7033e41","1737","2026-08-19T12:39:17.854Z","dine-in","Walk-in Guest","","","card","689","34","0","723","completed","Item (1) | Item (1) | Item (1)"
"8df8f98f-31c3-490e-b0f6-7ee54372a6b7","1736","2026-08-19T12:28:59.912Z","dine-in","Walk-in Guest","","","cash","114.29","6","0","120","completed","Item (1)"
"9120262b-838e-43a4-98f3-76c68357735d","1735","2026-08-19T11:45:27.452Z","dine-in","Saranya","8189887357","","card","408","20","409","428","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (1)"
"c646d7d0-fbf2-4b61-a914-c21df8584d8c","1734","2026-08-19T10:31:58.535Z","dine-in","Walk-in Guest","","","complimentary","210","11","0","221","completed","Item (1) | Item (1)"
"88c7d2a7-5199-4e04-a732-1c05c2315b9b","1733","2026-08-19T09:27:11.280Z","dine-in","Walk-in Guest","","","cash","238","12","0","250","completed","Item (1) | Item (1)"
"c4eb21f4-203a-44af-8e4b-ff912338a7a4","1732","2026-08-19T09:23:15.312Z","dine-in","Walk-in Guest","","","upi","120","6","0","126","completed","Item (1)"
"ORD-20260818-1730","1730","2026-08-18T22:06:00.000Z","dine-in","Walk-in Customer","","T5","upi","199","10","0","209","completed","Item (1)"
"ORD-20260818-1729","1729","2026-08-18T22:00:00.000Z","dine-in","Walk-in Customer","","T4","cash","569","28","569","597","completed","Item (1)"
"ORD-20260818-1728","1728","2026-08-18T21:45:00.000Z","dine-in","Walk-in Customer","","T3","upi","180","10","0","189","completed","Item (1)"
"ORD-20260818-1727","1727","2026-08-18T21:37:00.000Z","dine-in","Walk-in Customer","","T2","upi","776","40","0","815","completed","Item (1)"
"ORD-20260818-1726","1726","2026-08-18T21:30:00.000Z","dine-in","Walk-in Customer","","T1","upi","199","10","0","209","completed","Item (1)"
"ORD-20260818-1725","1725","2026-08-18T21:29:00.000Z","dine-in","Walk-in Customer","","T10","upi","114","6","0","120","completed","Item (1)"
